name,price,num_reviews,per_cnt_price,url
Amazon Essentials Men's Regular-Fit Long-Sleeve Plaid Flannel Shirt,18.00,"5,731",-,https://amazon.com//Amazon-Essentials-Regular-Fit-Long-Sleeve-XX-Large/dp/B073XP65KN/ref=sr_1_296?dchild=1&keywords=Masks&qid=1594605023&sr=8-296
20PCS PM2.5 Activated Carbon Filter Replaceable Anti Haze Filter Paper Pad for Mouth Cover,12.21,67,-,https://amazon.com//20PCS-Activated-Carbon-Filter-Replaceable/dp/B087JXTG3G/ref=sr_1_297?dchild=1&keywords=Masks&qid=1594605023&sr=8-297
50PCS Disposable Face Mask Mouth Face Cover Dust-Proof Personal Protection,27.99,25,($0.56/Count),https://amazon.com//50PCS-Disposable-Dust-Proof-Personal-Protection/dp/B08974MS9J/ref=sr_1_298?dchild=1&keywords=Masks&qid=1594605023&sr=8-298
20PCS PCS Adult PM2.5 Activated Carbon Filter 5 Layers Replaceable Anti Haze Filter Paper (20PCS),15.95,118,More Buying Choices,https://amazon.com//Activated-Carbon-Filter-Layers-Replaceable/dp/B087N8BXVX/ref=sr_1_299?dchild=1&keywords=Masks&qid=1594605023&sr=8-299
"3-PLY Disposable Face Mask, Perfect Fit, 10 Packages of 10 Mask - 100 PACK",19.00,10,More Buying Choices,https://amazon.com//3-PLY-Disposable-Face-Perfect-Packages/dp/B0879JTRWZ/ref=sr_1_300?dchild=1&keywords=Masks&qid=1594605023&sr=8-300
"Disposable Face Mask (White), Pack of 50, with 3 Ply Breathable Filter Layer for Men, Women and Kids, 2x Adjustable Face Mask Extender Strap Included",29.99,59,More Buying Choices,https://amazon.com//Disposable-Breathable-Adjustable-Extender-Included/dp/B0888TP7KX/ref=sr_1_301?dchild=1&keywords=Masks&qid=1594605023&sr=8-301
O'Neill Fashion Mask Camo One Size,11.00,0,-,https://amazon.com//ONeill-Fashion-Mask-Camo-Size/dp/B08BLWT8TT/ref=sr_1_302?dchild=1&keywords=Masks&qid=1594605023&sr=8-302
"3 Pack Unisex Face Covering, Facial Covering with Adjustable Nose Clip,Black Dust Cotton, Washable, Reusable Cotton Fabric for Men and Women【US in Stock】",14.98,21,($4.99/Count),https://amazon.com//Covering-Adjustable-Washable-Reusable-Women%E3%80%90US/dp/B089WGY5SZ/ref=sr_1_303?dchild=1&keywords=Masks&qid=1594605023&sr=8-303
"5PCS Fashion Protective, Unisex Black Dust Cotton, Washable, Reusable Cotton Fabric",18.99,69,($18.99/Count),https://amazon.com//Fashion-Protective-Unisex-Washable-Reusable/dp/B088QCS3MB/ref=sr_1_304?dchild=1&keywords=Masks&qid=1594605023&sr=8-304
"2 Pack Face mask Cover with 2 PM 2.5 filter, Washable mask, Reusable. Anti dust, Cloth face mask with filter… (Blue/Gray)",19.75,0,-,https://amazon.com//Cover-filter-Washable-Reusable-Cloth/dp/B08BJS566C/ref=sr_1_305?dchild=1&keywords=Masks&qid=1594605023&sr=8-305
"Fashion Protective Face Mask Dust Cotton Mouth Washable Reusable Mask with Replacement Filter Slot, Made in Korea (4 Packs) (black)",31.99,537,($8.00/Count),https://amazon.com//Fashion-Protective-Washable-Reusable-Replacement/dp/B086HL96V6/ref=sr_1_306?dchild=1&keywords=Masks&qid=1594605023&sr=8-306
"Daily Face Cover, 3 Pcs Anti Particle Dust Washable Reusable Skin Friendly Face Cover For Outdoor Windproof",15.99,13,($6.48/Ounce),https://amazon.com//Particle-Washable-Reusable-Friendly-Windproof/dp/B0875NSZ7K/ref=sr_1_307?dchild=1&keywords=Masks&qid=1594605023&sr=8-307
"Sleep Mask 3 Pack, Upgraded 3D Contoured 100% Blackout Eye Mask for Sleeping with Adjustable Strap, Comfortable & Soft Night Blindfold for Women Men, Eye Shades for Travel/Naps, Purple/Gray/Blue",11.99,"4,382",($11.99/Count),https://amazon.com//Upgraded-Contoured-Adjustable-Comfortable-Blindfold/dp/B087M734RM/ref=sr_1_308?dchild=1&keywords=Masks&qid=1594605023&sr=8-308
"5 PCS Washable Reusable 2 Layers Breathable Face Madks Facial M_ask C-over, B",28.99,7,-,https://amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A02901693BUZHQDRWUQG3&url=%2FLavable-reutilizable-transpirable-rostro-C-over%2Fdp%2FB089GQWMMR%2Fref%3Dsr_1_309_sspa%3Fdchild%3D1%26keywords%3DMasks%26qid%3D1594605023%26sr%3D8-309-spons%26psc%3D1&qualifier=1594605025&id=8287349834985460&widgetName=sp_mtf
"YOUNG LOVE Men Women Washable Face C-Over Face_M-Asks, Light Blue,3 Pack",16.99,1,-,https://amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A04742021D1S1PDWCDDB8&url=%2FPara-hombre-mujer-talla-%25C3%25BAnica%2Fdp%2FB0887YBW18%2Fref%3Dsr_1_310_sspa%3Fdchild%3D1%26keywords%3DMasks%26qid%3D1594605023%26sr%3D8-310-spons%26psc%3D1&qualifier=1594605025&id=8287349834985460&widgetName=sp_mtf
"Facial Protection Filtration, Anti-Fog, Dust-Proof With activated carbon filter Adjustable Nose wire Headgear Full Face Protection Reusable Face Health Masks",19.99,16,-,https://amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A0985928R3JX5LYP8UYD&url=%2FProtection-Filtration-Dust-Proof-activated-Adjustable%2Fdp%2FB08CRYNB57%2Fref%3Dsr_1_311_sspa%3Fdchild%3D1%26keywords%3DMasks%26qid%3D1594605023%26sr%3D8-311-spons%26psc%3D1&qualifier=1594605025&id=8287349834985460&widgetName=sp_mtf
"3 PCS Women Men 2 Layer Breathable Reusable Cloth Face Madks, Multi8",24.99,3,-,https://amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A060615515JHU2S4TQ5VH&url=%2FWomen-Layer-Breathable-Reusable-Multi8%2Fdp%2FB08BRHQ11X%2Fref%3Dsr_1_312_sspa%3Fdchild%3D1%26keywords%3DMasks%26qid%3D1594605023%26sr%3D8-312-spons%26psc%3D1&qualifier=1594605025&id=8287349834985460&widgetName=sp_mtf
"EVGLOW Mask Strap Extender,Anti-Tightening Mask Holder Hook Ear Strap 2020 Update",9.99,141,-,https://amazon.com//Extender-Anti-Tightening-Accessories-Extension-Relieved/dp/B087LX7TJN/ref=sr_1_313?dchild=1&keywords=Masks&qid=1594605023&sr=8-313
Dickies Men's Short-Sleeve Coverall,34.32,"3,343",-,https://amazon.com//Dickies-camisa-overol-mangas-cortas/dp/B005FXH41A/ref=sr_1_314?dchild=1&keywords=Masks&qid=1594605023&sr=8-314
"2 Pcs Washable Cotton Face Masc with Filter Pocket, Reusable Mouth Madks, Cloth Fabric Adjustable,Black-A",24.99,0,-,https://amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_1?ie=UTF8&adId=A0016589GMB9QM7I6WKC&url=%2FWashable-Cotton-Filter-Reusable-Adjustable%2Fdp%2FB08CN2R9KY%2Fref%3Dsr_1_315_sspa%3Fdchild%3D1%26keywords%3DMasks%26qid%3D1594605023%26sr%3D8-315-spons%26psc%3D1&qualifier=1594605025&id=8287349834985460&widgetName=sp_btf
"Facial Protection Filtration 95%, Anti-Fog, Dust-Proof With activated Headgear Nose wire Full Face Protection Masks",16.99,38,-,https://amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_1?ie=UTF8&adId=A08610392HFIJ22RZT103&url=%2FProtection-Filtration-Anti-Fog-Dust-Proof-activated%2Fdp%2FB08CDDL9LQ%2Fref%3Dsr_1_316_sspa%3Fdchild%3D1%26keywords%3DMasks%26qid%3D1594605023%26sr%3D8-316-spons%26psc%3D1&qualifier=1594605025&id=8287349834985460&widgetName=sp_btf
"LRKC Cycling Face Cover, Activated Carbon Windproof Madks with F-ilter for Outdoor Sportswear",39.99,8,-,https://amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_1?ie=UTF8&adId=A00621032676FQ35S3FHD&url=%2FLRKC-Included-Replaceable-Washable-Additional%2Fdp%2FB08CKBWQJM%2Fref%3Dsr_1_317_sspa%3Fdchild%3D1%26keywords%3DMasks%26qid%3D1594605023%26sr%3D8-317-spons%26psc%3D1&qualifier=1594605025&id=8287349834985460&widgetName=sp_btf
"Facial Protection Filtration 95%, Anti-Fog, Dust-Proof Adjustable reusable and washable Headgear Full Face Protection Masks",17.99,40,-,https://amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_1?ie=UTF8&adId=A08905922YMOC2GKP3UBT&url=%2FProtecci%25C3%25B3n-filtraci%25C3%25B3n-antiniebla-reutilizable-protecci%25C3%25B3n%2Fdp%2FB089CQ5JXJ%2Fref%3Dsr_1_318_sspa%3Fdchild%3D1%26keywords%3DMasks%26qid%3D1594605023%26sr%3D8-318-spons%26psc%3D1&qualifier=1594605025&id=8287349834985460&widgetName=sp_btf
